OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,GEOID_Data,Census_Tra,County,County_ID,Region,ind_id,ind_defini,reportyear,race_eth_c,race_eth_n,geotype,geotypeval,F8,Tract_Num,geoname,county_nam,county_fip,region_nam,region_cod,strata_one,strata_o_1,strata_two,strata_t_1,numerator,denominato,estimate,ll_95ci,ul_95ci,se,rse,CA_decile,CA_RR,version,PCT_overcr,ObjectID,Shape_Leng,Shape__Area,Shape__Length
7743,06,071,002011,06071002011,20.11,14000US06071002011,06071002011,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002011,1,6071002011,20.11,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,0,1236,0,0,5.39206532718,2.75105373835,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,5283,0.0794621312133,5700618.34375,9816.06537609246
7744,06,071,000814,06071000814,8.14,14000US06071000814,06071000814,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071000814,1,6071000814,8.14,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,25,1260,2,0,6.46132822427,2.27618786953,113.80939348,NA,0.25,Mon Nov 06 12:46:42 2017,1.98412698413,5232,0.0700916689915,4057799.265625,8542.97891052115
7745,06,071,000816,06071000816,8.16,14000US06071000816,06071000816,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071000816,1,6071000816,8.16,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,35,1280,2.7,0,8.63596125614,3.0285516613,112.16858005,NA,0.3375,Mon Nov 06 12:46:42 2017,2.734375,5234,0.0643361718419,3740583.625,7765.75713791068
7746,06,037,543802,06037543802,5438.02,14000US06037543802,06037543802,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037543802,1,6037543802,5438.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,289,1867,15.5,7.39699629267,23.6030037073,4.13418556497,26.672164935,NA,1.9375,Mon Nov 06 12:46:42 2017,15.4793786824,2863,0.0494932689432,1969982.484375,6011.77001189242
7747,06,071,009904,06071009904,99.04,14000US06071009904,06071009904,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009904,1,6071009904,99.04,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,399,3109,12.9,7.07996778262,18.7200322174,2.96940419254,23.018637151,NA,1.6125,Mon Nov 06 12:46:42 2017,12.833708588,5486,0.140496666692,12179248,17250.721218129
7748,06,071,009906,06071009906,99.06,14000US06071009906,06071009906,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009906,1,6071009906,99.06,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,52,1368,3.8,0,9.03442309635,2.67062402875,70.279579704,NA,0.475,Mon Nov 06 12:46:42 2017,3.80116959064,5488,0.0660725923465,3622566.2421875,7991.07714985596
7749,06,071,009911,06071009911,99.11,14000US06071009911,06071009911,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009911,1,6071009911,99.11,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,127,1785,7.1,1.23259535212,12.9674046479,2.99357379994,42.163011267,NA,0.8875,Mon Nov 06 12:46:42 2017,7.11484593838,5491,0.0917126130494,6665195.01171875,11159.6684546679
7750,06,071,009910,06071009910,99.10,14000US06071009910,06071009910,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009910,1,6071009910,99.1,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,80,1532,5.2,0,10.5841610004,2.74702091859,52.827325357,NA,0.65,Mon Nov 06 12:46:42 2017,5.22193211488,5490,0.1023396477,6474469.26171875,12939.084686484
7751,06,099,003605,06099003605,36.05,14000US06099003605,06099003605,Stanislaus,06099,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06099003605,1,6099003605,36.05,Stanislaus,06099,San Joaquin Valley,10,NA,NA,NA,NA,109,2785,3.9,0.053869387541,7.74613061246,1.96231153697,50.315680435,NA,0.4875,Mon Nov 06 12:46:42 2017,3.91382405745,7565,0.120992798026,5929650.7109375,13837.2775834319
7752,06,065,040405,06065040405,404.05,14000US06065040405,06065040405,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065040405,1,6065040405,404.05,Riverside,06065,Southern California,14,NA,NA,NA,NA,48,1683,2.9,0,7.8900507622,2.54594426643,87.791181601,NA,0.3625,Mon Nov 06 12:46:42 2017,2.85204991087,4464,0.106415961005,8652586.86328125,12934.5397456072
7753,06,065,042012,06065042012,420.12,14000US06065042012,06065042012,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042012,1,6065042012,420.12,Riverside,06065,Southern California,14,NA,NA,NA,NA,133,2051,6.5,0.898732601545,12.1012673985,2.85778948901,43.965992139,NA,0.8125,Mon Nov 06 12:46:42 2017,6.48464163823,4546,0.0969105019994,3871033.08203125,11571.3593842905
7754,06,071,004004,06071004004,40.04,14000US06071004004,06071004004,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071004004,1,6071004004,40.04,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,141,1434,9.8,3.54723456383,16.0527654362,3.19018644703,32.552922929,NA,1.225,Mon Nov 06 12:46:42 2017,9.83263598326,5367,0.234390661462,32523897.28125,28218.4761321617
7755,06,071,000901,06071000901,9.01,14000US06071000901,06071000901,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071000901,1,6071000901,9.01,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,53,1576,3.4,0,7.61255103686,2.14926073309,63.213550973,NA,0.425,Mon Nov 06 12:46:42 2017,3.36294416244,5244,0.0616173946856,2670466.62890625,7251.55403986983
7756,06,071,002016,06071002016,20.16,14000US06071002016,06071002016,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002016,1,6071002016,20.16,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,57,1264,4.5,0,9.0292270523,2.31083012872,51.351780638,NA,0.5625,Mon Nov 06 12:46:42 2017,4.50949367089,5287,0.0540725163344,2661716.96484375,6682.07809094807
7757,06,071,002027,06071002027,20.27,14000US06071002027,06071002027,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002027,1,6071002027,20.27,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,113,2016,5.6,0.437948828696,10.7620511713,2.6336995772,47.030349593,NA,0.7,Mon Nov 06 12:46:42 2017,5.60515873016,5295,0.056704563006,2847593.83984375,7001.00478006133
7758,06,071,002103,06071002103,21.03,14000US06071002103,06071002103,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002103,1,6071002103,21.03,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,117,1666,7,2.43953652892,11.5604634711,2.32676707708,33.239529673,NA,0.875,Mon Nov 06 12:46:42 2017,7.02280912365,5306,0.0370970346616,1259879.84375,4464.32015006036
7759,06,071,002036,06071002036,20.36,14000US06071002036,06071002036,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002036,1,6071002036,20.36,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,244,4137,5.9,1.78634091876,10.0136590812,2.09880565369,35.572977181,NA,0.7375,Mon Nov 06 12:46:42 2017,5.89799371525,5302,0.0801135934903,4684525.68359375,9447.01674205005
7760,06,071,009908,06071009908,99.08,14000US06071009908,06071009908,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009908,1,6071009908,99.08,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,49,1416,3.4,0.0131508825578,6.78684911744,1.72798424359,50.823065988,NA,0.425,Mon Nov 06 12:46:42 2017,3.4604519774,5489,0.0643025047587,3294687.97265625,7835.30064104817
7761,06,071,010025,06071010025,100.25,14000US06071010025,06071010025,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071010025,1,6071010025,100.25,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,185,2299,8,2.88214055611,13.1178594439,2.6111527775,32.639409719,NA,1,Mon Nov 06 12:46:42 2017,8.0469769465,5511,0.112181499263,10160639.703125,13775.2946848653
7762,06,071,009912,06071009912,99.12,14000US06071009912,06071009912,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071009912,1,6071009912,99.12,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,66,1871,3.5,0,8.46580976644,2.53357641145,72.38789747,NA,0.4375,Mon Nov 06 12:46:42 2017,3.52752538749,5492,0.070614749908,4169761.78125,8569.39262044183
7763,06,071,010423,06071010423,104.23,14000US06071010423,06071010423,San Bernardino,06071,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071010423,1,6071010423,104.23,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,104,1736,6,0.723706254353,11.2762937456,2.69198660492,44.866443415,NA,0.75,Mon Nov 06 12:46:42 2017,5.99078341014,5527,0.896705771013,426440534.53125,110763.02830021
7764,06,071,001311,06071001311,13.11,14000US06071001311,06071001311,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001311,1,6071001311,13.11,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,37,808,4.6,0,11.7489361702,3.64741641337,79.29166116,NA,0.575,Mon Nov 06 12:46:42 2017,4.57920792079,5258,0.0540232207442,2247602.83203125,6641.26221275556
7765,06,071,011204,06071011204,112.04,14000US06071011204,06071011204,San Bernardino,06071,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071011204,1,6071011204,112.04,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,20,594,3.4,0,13.46861386,5.13704788774,151.08964376,NA,0.425,Mon Nov 06 12:46:42 2017,3.367003367,5540,0.121577292472,5866990.08984375,14560.2181582151
7766,06,037,573401,06037573401,5734.01,14000US06037573401,06037573401,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037573401,1,6037573401,5734.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,21,553,3.8,0,9.66135265591,2.99048604894,78.697001288,NA,0.475,Mon Nov 06 12:46:42 2017,3.79746835443,3019,0.0591092562688,1469837.9375,7233.05797740845
7767,06,037,573402,06037573402,5734.02,14000US06037573402,06037573402,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037573402,1,6037573402,5734.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,178,2351,7.6,3.12754823306,12.0724517669,2.2818631464,30.024515084,NA,0.95,Mon Nov 06 12:46:42 2017,7.57124627818,3020,0.105451577054,4300225.48046875,12669.642324937
7768,06,037,573403,06037573403,5734.03,14000US06037573403,06037573403,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037573403,1,6037573403,5734.03,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,0,1405,0,0,4.71805716128,2.40717202106,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,3021,0.0730871441443,2456131.03515625,8875.78857293884
7769,06,037,573700,06037573700,5737,14000US06037573700,06037573700,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037573700,1,6037573700,5737,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,39,1713,2.3,0,6.43603011758,2.11021944775,91.748671641,NA,0.2875,Mon Nov 06 12:46:42 2017,2.27670753065,3023,0.0558465356454,2651863.3515625,6778.06060381415
7770,06,037,621301,06037621301,6213.01,14000US06037621301,06037621301,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037621301,1,6037621301,6213.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,0,3033,0,0,2.19052653917,1.11761558121,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,3189,0.0515328593658,2268111.1328125,6387.55030246539
7771,06,037,621400,06037621400,6214,14000US06037621400,06037621400,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037621400,1,6037621400,6214,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,0,1935,0,0,3.37004082948,1.71940858647,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,3192,0.0481026706193,1852877.21484375,5896.60397216789
7772,06,037,650001,06037650001,6500.01,14000US06037650001,06037650001,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037650001,1,6037650001,6500.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,40,2146,1.9,0,5.01842608674,1.59103371773,83.738616722,NA,0.2375,Mon Nov 06 12:46:42 2017,1.86393289842,3193,0.0509878829347,2342145.5390625,6261.02097075622
7773,06,037,650101,06037650101,6501.01,14000US06037650101,06037650101,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037650101,1,6037650101,6501.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,64,2097,3.1,0,7.63705631839,2.31482465224,74.671762975,NA,0.3875,Mon Nov 06 12:46:42 2017,3.05197901764,3196,0.0564969857389,2767950.28125,6803.84398806038
7774,06,037,650102,06037650102,6501.02,14000US06037650102,06037650102,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037650102,1,6037650102,6501.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,30,795,3.8,0,8.78862808198,2.54521840917,66.97943182,NA,0.475,Mon Nov 06 12:46:42 2017,3.77358490566,3197,0.041733168184,1239509.57421875,4934.39949092337
7775,06,037,650200,06037650200,6502,14000US06037650200,06037650200,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037650200,1,6037650200,6502,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,72,1936,3.7,0.244680851064,7.15531914894,1.76291793313,47.646430625,NA,0.4625,Mon Nov 06 12:46:42 2017,3.71900826446,3198,0.0939201015252,3524740.13671875,11087.7133491574
7776,06,071,002110,06071002110,21.10,14000US06071002110,06071002110,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002110,1,6071002110,21.1,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,366,3049,12,4.91289147195,19.0871085281,3.61587169798,30.13226415,NA,1.5,Mon Nov 06 12:46:42 2017,12.0039357166,5310,0.153696801119,18453974.765625,18441.4205964776
7777,06,071,002109,06071002109,21.09,14000US06071002109,06071002109,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002109,1,6071002109,21.09,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,110,1787,6.2,0.864841115211,11.5351588848,2.72201983918,43.903545793,NA,0.775,Mon Nov 06 12:46:42 2017,6.15556799105,5309,0.116257987758,7053279.20703125,13393.1102454037
7778,06,071,002028,06071002028,20.28,14000US06071002028,06071002028,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002028,1,6071002028,20.28,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,28,1463,1.9,0,5.97552066844,2.07934727982,109.43933052,NA,0.2375,Mon Nov 06 12:46:42 2017,1.91387559809,5296,0.0584788975701,3059349.46484375,7202.11260544612
7779,06,071,001308,06071001308,13.08,14000US06071001308,06071001308,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001308,1,6071001308,13.08,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,287,1205,23.9,12.7222039925,35.0777960075,5.70295714668,23.861745384,NA,2.9875,Mon Nov 06 12:46:42 2017,23.8174273859,5255,0.0469341499308,1574626.91796875,5797.18361822585
7780,06,071,001309,06071001309,13.09,14000US06071001309,06071001309,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001309,1,6071001309,13.09,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,163,1227,13.2,2.33129177547,24.0687082245,5.54525929823,42.009540138,NA,1.65,Mon Nov 06 12:46:42 2017,13.2844335778,5256,0.0585578556185,1903019.546875,6983.66739545217
7781,06,071,008601,06071008601,86.01,14000US06071008601,06071008601,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071008601,1,6071008601,86.01,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,109,1978,5.5,1.43319703281,9.56680296719,2.07489947305,37.725444965,NA,0.6875,Mon Nov 06 12:46:42 2017,5.51061678463,5448,0.0928038434485,7530568.99609375,11666.9561276192
7782,06,071,007603,06071007603,76.03,14000US06071007603,06071007603,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071007603,1,6071007603,76.03,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,261,1371,19,7.28638088407,30.7136191159,5.97633628364,31.454401493,NA,2.375,Mon Nov 06 12:46:42 2017,19.0371991247,5431,0.0642445395763,2453317.484375,7833.9832391994
7783,06,071,002801,06071002801,28.01,14000US06071002801,06071002801,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071002801,1,6071002801,28.01,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,363,1186,30.6,19.1066043331,42.0933956669,5.86397738109,19.163324775,NA,3.825,Mon Nov 06 12:46:42 2017,30.6070826307,5332,0.0501398534264,1940813.2890625,5918.94445819657
7784,06,071,000903,06071000903,9.03,14000US06071000903,06071000903,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071000903,1,6071000903,9.03,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,231,1518,15.2,6.26382978723,24.1361702128,4.55927051672,29.995200768,NA,1.9,Mon Nov 06 12:46:42 2017,15.2173913043,5245,0.0619523777095,1905973.16015625,7297.45071881956
7785,06,071,001901,06071001901,19.01,14000US06071001901,06071001901,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001901,1,6071001901,19.01,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,24,1671,1.5,0,3.36116588022,0.949574428682,63.304961912,NA,0.1875,Mon Nov 06 12:46:42 2017,1.43626570916,5278,0.0609080754052,2832685.40234375,7778.28214723693
7786,06,001,438204,06001438204,4382.04,14000US06001438204,06001438204,Alameda,06001,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06001438204,1,6001438204,4382.04,Alameda,06001,Bay Area,01,NA,NA,NA,NA,116,1852,6.3,1.0223611189,11.5776388811,2.69267289852,42.740839659,NA,0.7875,Mon Nov 06 12:46:42 2017,6.26349892009,247,0.0577808867826,2379249.25,7312.84672980528
7787,06,001,440336,06001440336,4403.36,14000US06001440336,06001440336,Alameda,06001,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06001440336,1,6001440336,4403.36,Alameda,06001,Bay Area,01,NA,NA,NA,NA,111,1480,7.5,0.853240526511,14.1467594735,3.391203813,45.21605084,NA,0.9375,Mon Nov 06 12:46:42 2017,7.5,263,0.0510504651678,1820794.5,6300.35080909017
7788,06,037,534301,06037534301,5343.01,14000US06037534301,06037534301,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534301,1,6037534301,5343.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,347,1140,30.4,19.7830341536,41.0169658464,5.41681930941,17.81848457,NA,3.8,Mon Nov 06 12:46:42 2017,30.4385964912,2759,0.0448992165732,1258284.81640625,5294.57291738187
7789,06,037,534302,06037534302,5343.02,14000US06037534302,06037534302,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534302,1,6037534302,5343.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,315,868,36.3,22.4448690483,50.1551309517,7.06894436313,19.473675931,NA,4.5375,Mon Nov 06 12:46:42 2017,36.2903225806,2760,0.0292317675038,565436.38671875,3592.39122089401
7790,06,037,534203,06037534203,5342.03,14000US06037534203,06037534203,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534203,1,6037534203,5342.03,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,267,878,30.4,18.0791703642,42.7208296358,6.28613756931,20.67808411,NA,3.8,Mon Nov 06 12:46:42 2017,30.410022779,2758,0.0459356273035,1114305.94140625,5396.4272572848
7791,06,037,534404,06037534404,5344.04,14000US06037534404,06037534404,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534404,1,6037534404,5344.04,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,313,965,32.4,17.9908584924,46.8091415076,7.35160281,22.69013213,NA,4.05,Mon Nov 06 12:46:42 2017,32.4352331606,2762,0.029156358498,599096.44921875,3565.45324871929
7792,06,037,534405,06037534405,5344.05,14000US06037534405,06037534405,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534405,1,6037534405,5344.05,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,313,895,34.9,21.9834639482,47.8165360518,6.59006941416,18.882720384,NA,4.3625,Mon Nov 06 12:46:42 2017,34.9720670391,2763,0.0321125137488,772772.453125,3892.15739669174
7793,06,001,441926,06001441926,4419.26,14000US06001441926,06001441926,Alameda,06001,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06001441926,1,6001441926,4419.26,Alameda,06001,Bay Area,01,NA,NA,NA,NA,100,1357,7.4,1.48440230733,13.3155976927,3.0181620881,40.785974163,NA,0.925,Mon Nov 06 12:46:42 2017,7.36919675755,284,0.0276041587207,651164.34375,3371.64429133866
7794,06,001,442301,06001442301,4423.01,14000US06001442301,06001442301,Alameda,06001,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06001442301,1,6001442301,4423.01,Alameda,06001,Bay Area,01,NA,NA,NA,NA,147,1412,10.4,3.49655546838,17.3034445316,3.52216557735,33.866976705,NA,1.3,Mon Nov 06 12:46:42 2017,10.4107648725,289,0.0519636254546,2276121.5703125,6362.30131805828
7795,06,001,442601,06001442601,4426.01,14000US06001442601,06001442601,Alameda,06001,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06001442601,1,6001442601,4426.01,Alameda,06001,Bay Area,01,NA,NA,NA,NA,37,1246,3,0,6.05170176422,1.55699069603,51.899689868,NA,0.375,Mon Nov 06 12:46:42 2017,2.9695024077,293,0.0481386589428,1882779.4296875,6065.79181685094
7796,06,071,001305,06071001305,13.05,14000US06071001305,06071001305,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001305,1,6071001305,13.05,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,397,1301,30.5,17.6777807155,43.3222192845,6.54194861452,21.449011851,NA,3.8125,Mon Nov 06 12:46:42 2017,30.5149884704,5253,0.0667970612272,1722894.69140625,8034.51883628911
7797,06,071,001310,06071001310,13.10,14000US06071001310,06071001310,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001310,1,6071001310,13.1,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,185,1554,11.9,3.15573433713,20.6442656629,4.46136003208,37.490420438,NA,1.4875,Mon Nov 06 12:46:42 2017,11.9047619048,5257,0.0515499556529,2071445.84765625,6432.927475221
7798,06,071,001103,06071001103,11.03,14000US06071001103,06071001103,San Bernardino,06071,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06071001103,1,6071001103,11.03,San Bernardino,06071,Southern California,14,NA,NA,NA,NA,18,1287,1.4,0,4.83678079023,1.75345958685,125.24711335,NA,0.175,Mon Nov 06 12:46:42 2017,1.3986013986,5250,0.0567571996267,2444356.5703125,7176.79605299955
